cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"???? Grand Opening!!???? NEW BLUE SKY SPA!!",https://washingtondc.craigslist.org/nva/thp/d/grand-opening-new-blue-sky-spa/6310903991.html,"Dorsey,Circle,Manassas,VA","****    NEW BLUE SKY SPA ****Open 7days a week from 10:00am to 10:00pmCheck out our services at http://www.newblueskyspa.com/AMAZING EXPERIENCEAuthentic Asian Massage CALL:  show contact infoAdd: 8401 Dorsey Circle#102, Manassas, VA 20110  Google map Clean  Quiet  Comfortable** Swedish  Deep Tissue  Acupressure ****  Foot Reflexology  Hot Stone  Four Hands Massage **Visa, MasterCard and Cash are acceptableWe offer a wide array of professional massage. Whether your age, we can help to ease the stress and tension of life or to help you deal with a chronic muscle problem. Best prices and better results and service with our Advanced Professional Products and Procedures! Have a serene and good feeling.Gift Card is Available!!Plenty of Free Parking!!","9/18/2017 12:03",38.7693,-77.4866,"8401 Dorsey Circle&nbsp;#102",2017-09-24,CL1
"?????? Skillful Masseuse ?7038658883 Supreme Special",https://washingtondc.craigslist.org/nva/thp/d/skillful-masseusesupreme/6310896383.html,"fairfax,dc,md","--Sweet & talented masseuse is waiting for you-- ASIAN MASSAGE  No. 1 Service 1000% Satisfaction. Take away all stress and fatigueGet your energy back!Unbeatable service you will cherish most in this Summer Deep Tissue Chinese TuinaReflexology ShiatsuHot oil Hot stoneSpecial: Walking on back MassageFULL-HANDS Cash or credit card acceptedFree parking  7 days a week  Walk ins welcome or call for appointment  09:30 am -- 10:00 pm show contact info11166 fairfax blvd #110 fairfax va 22030","9/18/2017 11:59",38.8550,-77.3274,"11166 fairfax blvd",2017-09-24,CL1
"*****Best Asian Massage $45/hr***703-273-3259",https://washingtondc.craigslist.org/nva/thp/d/best-asian-massage-45-hr/6310859697.html,"Main,st,Fairfax,VA","Couples Massage Special Discount price Available  show contact info Fairfaxwe have new therapists . Anna Kelly Amy we have new therapists . Anna Kelly Amy We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. We have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)We have couple room. we also offer couples massage special discount price Make a reservation now! Call  show contact info!Mon- Fri 10am-9:30pm Sat,Sun 10:30-9:00pmAddress: Professional Center of Fairfax 10875 Main Street #114 Fairfax, VA 22030Tel; show contact info","9/18/2017 11:37",38.8511,-77.3207,"10875 main st",2017-09-24,CL1
"EASTERN SPRING Jiafu Spa Massage",https://washingtondc.craigslist.org/nva/thp/d/eastern-spring-jiafu-spa/6310853086.html,"OLD,OX,RD,STERLING,VA,SUITE","["!!!SPECIAL FEET MASSAGE $$$ 28.00!! 30minsA HOT!!!! ONE MONTH SPECIAL YES FOR ONE MONTH ONLY!!! ONE HOUR COUPLE MASSAGE FOR ONLY $$$$$$$$ 100.00 YES $$$$$ 100.00 SO COME TRY AND LEAVE HAPPY!!!!  EASTERN SPRING Jiafu SPACome in for the most relaxing experience in STERLING!! Services  Acupressure  Reflexology  Body Work  Hot Stone  Foot Massage Special Four Hands 30 Mins ---------- $45 Thai Massage ---------- $70 60 Mins ---------- $60 Hot Stone ---------- $60 90 Mins ---------- $90 Table Shower---------- $10 2 Hour ---------- $120 Body Scrub ---------- $20 Four Hands --------- $120 Foot Massage---------- $39 hour  Couple Massage -------- $110 Free Hot Stone With Any Massage!!! 46000 Old Ox Rd .Suite 102 Sterling, Va 20166 show contact info Open 7 Days a Week 10:00 am --- 10:00 pm Appointments preferred, walk-in's welcomed. After hour appointments available with prio  "]","9/18/2017 11:33",38.9814,-77.4723,"Old Ox Rd at Rock Hill Rd",2017-09-24,CL1
"ALL NEW! ?? OCEAN CITY MASSAGE ?? EXEMPLARY SERVICE??",https://washingtondc.craigslist.org/nva/thp/d/all-new-ocean-city-massage/6310839067.html,"ANNANDALE,VA","ANNANDALE AREA\'S BEST! All NEW Asian Bodyrub.Indulge and be rejuvenated...  OCEAN CITY MASSAGE  Indulgent Pampering and Asian Massage!!  Best Asian Staff EVER-- fact!!!!!   Swedish | Shiatsu | Deep tissue | Dry Sauna "a truly unforgettable experience."  CALL US NOW! DON\'T MISS OUT!Open 10am-10pm Every Day! CC\'s Accepted.  show contact infoAccept no substitute! We are the Best! 5029 Backlick Rd, UNIT #B, Annandale, VA 22003","9/18/2017 11:25",38.8150,-77.1868,"5029 BACKLICK RD.",2017-09-24,CL1
"??=====ALL ASIAN MASSAGE=====NICE STAFF=====NO RUSH===RELAXING=??",https://washingtondc.craigslist.org/nva/thp/d/all-asian-massagenice-staffno/6310834484.html,"Chantilly,Dulles,Airport,Centreville","Great location! ~ Very Nice Staff!= VERY NICE! / CONVENIENT! ==  SMILE THERAPY =Take some time from the stress and give yourself what you deserve.  Staff members are trained in most all techniques.Deep Tissue / Swedish / Shiatsu MassageComfortable & Clean Private RoomsShower Available show contact info14137 Robert Paris ct Chantilly 20151*Attention!=> (located in back of office park)Open M-F 10AM - 9PM Sunday 10AM - 8PM","9/18/2017 11:22",38.8779,-77.4359,NULL,2017-09-24,CL1
"?????? Grand opening$45/hrASIAN Massage ????&",https://washingtondc.craigslist.org/nva/thp/d/grand-opening45-hrasian/6310822940.html,"Tysons,merrifield","Professional Full Body Massages Swedish massage  Chinese traditional massage  Deep tissue  Special FOUR HANDS Massage  Hot stones available  Reflexology foot massage $45/Hr Private, Peaceful rooms & best service.  Enjoy a superior relaxed massage by one of our experts Business Hours: Monday-Sunday 10am-9:00pm  GRAND Opening Feel healthy again Try our relaxing massage Walk ins welcome or call for appointment  Open everyday from 10am-9pm   show contact info 8558 Lee Hwy #E,Fairfax.VA 22031 WE ARE HAPPY TO SEE YOU","9/18/2017 11:15",38.8604,-77.2649,"8558 lee highway",2017-09-24,CL1
"????????Grand New Opening!Professional Asian Massage",https://washingtondc.craigslist.org/nva/thp/d/grand-new-openingprofessional/6310802830.html,NULL,"Oasis SpaEverything is New here! Beautiful set up! Warm and very nice Staffs! ~*Relaxing Time Here! We have the best licensed Massage therapists. We offer clean, nice, quiet and private single and couple rooms. Services Provided:AcupressureSwedishShiatsuDeep tissueFoot ReflexologyHot StoneTraditional Chinese MassagePlease Call or Text:  show contact infoOpening hours: 10am - 10pm (7 days a week)Address: 4200 Evergreen Lane, Suite 331, Annandale, VA, 22003You will feel more relaxing after enjoying our professional massage!","9/18/2017 11:04",38.8339,-77.1874,"4200 Evergreen Lane, Suite 331",2017-09-24,CL1
"?? ???? ?? GRAND OPENING NEW",https://washingtondc.craigslist.org/nva/thp/d/grand-opening-new/6310800927.html,WOODBRIDGE,"Best Friendly Excellent  Asian Staffs      Deep Tissue / Swedish / shiatsu  Comfortable Relaxing and Clean Private Rooms Let Our Staffs make Your day unforgettable  Relax Your Body and Mind  Your Satisfaction is Our # 1 Goal  Healing Therapy     show contact info     1970 Opitz Blvd. Woodbridge, Va. 22191  Open Daily  Mon.-- Sat. 10:00 AM -- 9:30 PM  Sun. 11:00 AM -- 8:00 PM  (We are at Potomac Professional Village, next to Acura and V. W. , behind Hyundal Dealers, 2 Minutes from Rt. 95 HWY. AND P.W.County PKWY)","9/18/2017 11:02",38.6350,-77.2750,"1970 opitz blvd.",2017-09-24,CL1
~[!]~[!]~[!]~__MAGNIFICENT_[!]_ORIENTAL_[!]_MASSAGE~[!]~[!]~[!]~,https://washingtondc.craigslist.org/nva/thp/d/magnificentorientalmassage/6310800431.html,Alexandria,"["There is Actually Only One Really Perfect TherapyCome Visit Us & You'll See Why !The Perfect Excuse to Enjoy a Relaxing Massage TodaySwedish / Deep-Tissue / Shiatsu MassageImperial Therapy is Open For Your Relaxation & Stress Relief Come Indulge In An Relaxing Asian MassageThat Will Leave You Glowing From Top To ToeWalk Ins Welcome & No Appointment Required[__WORLD CLASS MASSAGE SERVICE__]show contact infoOpen Daily: 10AM - 10PMImperIMPERIAL THERAPY6387 Little River Turnpike, Alexandria, VA 22312Conveniently Located Just Off 395 on Little River Turnpike "]","9/18/2017 11:02",38.8198,-77.1512,"6387 Little River Turnpike",2017-09-24,CL1
"________ ENJOY UR DAY WITH THE BEST ASIAN MASSAGE ________",https://washingtondc.craigslist.org/nva/thp/d/enjoy-ur-day-with-the-best/6310799638.html,"ANNANDALE,SPRING,FIELD","J & J WELLNESS Take a Mini Vacation To Our Place Today![__The Best Asian Relaxation Massage__]From Basic Swedish To AdvancedDeep-Tissue And ShiatsuAccept No Substitute ! - We Are The Best !Experience the Difference. Nothing compares! " GRAND OPENING ! - NEW !! "5101 Backlick Rd. Unit-H Annandale, VA 22003Open Daily 10am To 10pm7 0 3 - 6 4 2 - 0 9 7 0Turn Into Springdale Professional CenterDrive 217 ft Then turn right Then Drive Strightand It\'s on Your Left","9/18/2017 11:02",38.8139,-77.1848,"5101 Backlick Rd",2017-09-24,CL1
"@@@@@;________ ENJOY UR DAY WITH THE BEST ASIAN MASSAGE ________",https://washingtondc.craigslist.org/nva/thp/d/enjoy-ur-day-with-the-best/6310798458.html,ALEXANDRIA,"Refresh Mind & Body With an Asian Relaxation[__WORLD-CLASS SERVICE - ORIENTAL MASSAGE EXPERTS__]A tranquil oasis where worries quickly vanishLavishness beyond your expectationsServices that deliver unsurpassed relaxation & rejuvenationDeep Tissue / Swedish / Shiatsu MassageLuxurious  T. Shower / New Asian StaffTEL:  show contact infoOPEN DAILY 10AM TO 9PMPALMTREE THERAPYLocation: 6277 FRANCONIA RD. ALEXANDRIA, VA 22310","9/18/2017 11:01",38.7796,-77.1550,"6277 FRANCONIA RD",2017-09-24,CL1
"??____All the Right Elements for the Ultimate Massage Experience____",https://washingtondc.craigslist.org/nva/thp/d/all-the-right-elements-for/6310798289.html,____HERNDON,"[__UNDER NEW MANAGEMENT__]Deep Tissue / Swedish / Shiatsu MassageRelaxing Music, Quiet, ComfortableAroma Therapy & Clean Roomsshow contact infoOPEN 7 DAYS : 10AM - 10PMCNC THERAPY CENTER727 Elden St. Suite - 200C, Herndon, VA 20170Main Street Bank 2nd Floor and Parking in the Back of the Building.Enter into the Fire Station side on the Spring Street","9/18/2017 11:01",38.9694,-77.3857,"727 Elden St",2017-09-24,CL1
"??____All the Right Elements for the Ultimate Massage Experience____",https://washingtondc.craigslist.org/nva/thp/d/all-the-right-elements-for/6310797573.html,_SPRINGFIELD,"____BLUE THERAPY____  GRAND OPENING! - ALL NEW STAFF " We Have Only One Mission - To Make You Feel Fantastic " Deep Tissue / Swedish / Shiatsu / Massage  Luxurious Shower / Comfortable Rooms  Open Daily: 10AM To 10PM  Beautiful Asian Staff Tel:  show contact infoCall & Visit Us, You\'ll Be Glad You Did....5532 Hempstead Way, Suite-G Springfield, VA 22151","9/18/2017 11:00",38.7999,-77.1862,"5532 Hempstead Way",2017-09-24,CL1
"_________You DESERVE the BEST MASSAGE of ALL TIME _________________",https://washingtondc.craigslist.org/nva/thp/d/you-deserve-the-best-massage/6310797374.html,"TYSON,S","_____[[___GRAND  OPENING ! ]]_____Let Our Beautiful Asian Staff Pamper U Today!Nothing Compares to Our Magical Asian MassageDeep Tissue / Swedish / Shiatsu MassageLuxurious Shower / Dry SaunaOPEN DAILY 10 TO 10~*~ Walk-Ins Welcome ~*~Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way8450 Tyco Rd. Suite-C Vienna, VA. 22182","9/18/2017 11:00",38.9335,-77.2367,"8450 Tyco Rd",2017-09-24,CL1
"Chinese professional massage ??????????",https://washingtondc.craigslist.org/nva/thp/d/chinese-professional-massage/6310796229.html,"little,river,Tpke,D,Annadale,VA","Nice massage or Relax shiatsu","9/18/2017 11:00",38.8307,-77.2142,NULL,2017-09-24,CL1
"Renewing Your Body at Asian Magic Health 703-858-9500, Ashburn/Herndon",https://washingtondc.craigslist.org/nva/thp/d/renewing-your-body-at-asian/6310778972.html,"Ashburn,Sterling,Herndon,Chantilly","ASIAN MAGIC HEALTH   GRAND OPENING! SUPERIOR MASSAGE!   Come!Come!Come!Sweet & Professional Asian Masseuses~Cute Nice Massage    Enjoy one of our many massage techniques, You Will Love the Best.  *** Walks Ins Are Welcome! ***    Friendly and Highly Skilled Asian Staff!   Premium Services    Swedish, Shiatsu or Deep Tissue:   $40/30min, $60/Hour, $90/90min. Deep Tissue Hot Stone:   $40/30min, $70/Hour, $100/$100min. Foot Reflexology:   $45/40min, $60/HourEarly Bird Discount: 10am-Noon Only $49.00 per hour.  Call Us Now:  show contact info 44081 pipeline plaza Suite 205, Ashburn, VA 20147 Hours: Mon-Sat 10am-9pm, Sun 10am to 7:30pm. Only Minutes From The Dulles Airport, located at Ashburn, we are minutes away from Sterling, Herndon, Dulles, Chantilly, Leesburg.","9/18/2017 10:49",39.0219,-77.4761,"44081 pipeline plaza",2017-09-24,CL1
"Relax Spa 571-333-4866 at Sterling, Ashburn, Leesburg, Herndon, Dulles",https://washingtondc.craigslist.org/nva/thp/d/relax-spaat-sterling-ashburn/6310777590.html,"Lansdowne,Chantilly,Falls,Church,Fairfax","Relax SpaOpen Daily :  Mon-Sat: 10:00am -9:30 pmSun: 11:00am-8:00pm show contact info Come and Enjoy Premium Services Provided By Highly Skilled, Certified, Enthusiastic and Talented MasseuseIn the Newly Decorated Luxurious FacilityBe Treated like a Royal, Demand the Best!Shiatsu, Swedish, AcupressureHot Stone, Deep Tissue, Reflexology, Aromatherapy$18/15minuts, $35/30minutes, $60/hour or $120/2hoursEarly Birds Special: $52/Hour before 12 noon Monday-ThursdayAddress:19374 Diamond Lake Dr. Lansdowne, VA 20176Minutes away from Dulles Airport, Ashburn, Leesburg, Herndon,Sterling, Chantilly, Dulless, Ashburn, Sterling, Great Falls.","9/18/2017 10:48",39.0810,-77.4938,"19374 Diamond Lake Dr.",2017-09-24,CL1
"The Best Massage Service in Gainsville, EFFECTIVE, RESTORATIVE &AFFORD",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-service-in/6310777565.html,GAINESVILLE,"Come to ease the aches, pains, and soothe the sores and tense muscles today  MASSAGE OASIS :   show contact info/ Walk-ins welcomeAdd: 14535 John Marshall Highway, Ste.208, Gainesville, VA 201557 Days A Week : 10am-10pmHigher Quality Lotion Massage: 60 Mins/ $60. 30 Mins / $40. 90 Mins / $100. Special Offer for couples! Two people for only $105. Our rooms are clean, private, comfortable environment with soft music. Our professional therapists specialize in Swedish, Acupressure, Deep Tissue and Walk on back massage techniques. Our highly trained staff will provide you with a wonderful relaxing experience.","9/18/2017 10:48",38.8061,-77.6229,"14535 JOHN MARSHALL HWY",2017-09-24,CL1
"?? HERNDON SPA - THE ABSOLUTE OPPOSITE OF ORDINARY - MUST SEE! ??",https://washingtondc.craigslist.org/nva/thp/d/herndon-spa-the-absolute/6310772799.html,"_HERNDON,VA","It\'s all about you! ELEGANT--ASIAN--BODYWORK! Serene Music, lavish private therapy rooms [[HERNDON THERAPY]]  where every detail has been thought of for the ultimate pampering. "Best Massage, Sauna and Relaxation ever!!!!"  Our trained staff are available for stress relieving massage.  The most lovely therapists in town! Open 7 Days 10am-10pm. CC\'s Accepted. CALL TODAY!  show contact info   This spa KNOWS how to take care of you. 201 Elden Street #204, Herndon, VA 20170","9/18/2017 10:45",38.9664,-77.3689,"201 ELDEN STREET",2017-09-24,CL1
"? OUR VERY BEST MASSEUSE - AS RATED BY YOU! ? PINE TREE SPA&#10084",https://washingtondc.craigslist.org/nva/thp/d/our-very-best-masseuse-as/6310765100.html,"FAIRFAX,VA","Our very best - as rated by you!  This is the best massage EVER!!!!      PINE TREE SPA  You will want to come back again and again. "Absolutely brilliant!! Highly recommend to everyone!"  Call NOW!!  --show contact info-- Relaxation, Deep Tissue, Swedish, and more! Table Shower and Dry Sauna too!Open Every day 10am-10pm. CC\'s Accepted9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031","9/18/2017 10:40",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"??????----EXCELLENT ASIAN MASSAGE----(703) 623-7908---",https://washingtondc.craigslist.org/nva/thp/d/excellent-asian-massage/6310758069.html,"McLean,Whittier,Ave","WELCOME TO DAISY  THERAPY \t\tNEW MANAGEMENT\t\tAmazing techniques & Nice, comfortable and \trelaxing atmosphere.\t\tFree table shower \tSwedish, Shiatsu & Deep tissue.\thot towel treatment.Open 7 days/10:00 am - 10:00 pmCall** \t show contact info\t**\t\t\tAddress: 6714 Whittier Ave. Ste.100, McLean, VA 22101","9/18/2017 10:35",38.9318,-77.1757,"6714 Whittier Ave",2017-09-24,CL1
"?? BACK BY POPULAR DEMAND:  THE MOST SOUGHT-AFTER ASIAN MASSEUSE??",https://washingtondc.craigslist.org/nva/thp/d/back-by-popular-demand-the/6310757374.html,"FAIRFAX,VA",""best-kept secret - but it shouldn\'t be" Our most popular Asian masseuse!    GARDEN SPA   GUARANTEED STRESS RELIEF!So Much More Than Just The BestEXTRAORDINARY is an understatement.Call Now or Just Stop By!  --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC\'s Accepted.  an Experience which never should be missed!9516-B Lee Highway, Fairfax, VA 22031","9/18/2017 10:35",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
