index,combined,type
1544,"Welcome! At Asian Massage Spa you will enjoy the best massage EVER! We have the highest quality, clean environment and comfortable rooms for your body and spirit to relax. Don't let stress destroy your day! Give yourself an opportunity to just get away from the world for a while. Time waits for no one and those sore muscles could use the work! Our alluring ladies give caring attention to your needs. The Relaxation Massage 1/Hr $39.90 (9:30am-11:00am) . First visit Half Hr $29, 1Hr $49.9. Hydromassage: Lying on the warm table, close your eyes and enjoy a hot steam sauna papaya enzyme/ natural sugar body scrub, body aroma shampoo with table shower to hydrate and detoxify your skin and melt away stress and sore muscles. It is perfect in addition to a massage, as it increases the impact of the massage. You will feel renewed and refreshed. A luxurious spa experience that anyone can afford. 90 mins $99.Four hands massage, two therapists working together . Meaning you will receive double the relaxation and tension relief in half the time with benefits that last 4xs longer. Couples Massage, To enjoy quality time with loved one in a charming & romantic couple's room. It's an unforgettable moment in your love world.Lunch, Rejuvenating Facial, $35Not only is a Facial a great way to relax in the middle of the day, but a clean, well-maintained face is the perfect way to complete a professional appearance.We are waiting for you to give you the best massage from 9 am to 9.30 pm, 7 days a week. Appointments and walk-ins are always welcome! Please bring cash.1414 North Battlefield Blvd. Chesapeake, VA 23320. Call today! 7 5 7 3 3 8 8 0 0 0**** RENEW YOUR DAY **** BEST MASSAGE 1/Hr $39.9****",thp
1545," NEW SHOWER ROOM & MASSAGE ROOMSRELAXING SPA MUSICCLEAN&COMFORTABLE TABLESHEATED TOWELSBEST MASSAGE OIL&LOTION...     30 MINUTES FULL BODY MASSAGE OR COMBINATION MASSAGE $3560 MINUTES FULL BODY MASSAGE OR COMBINATION MASSAGE $59CHAIR MASSAGE AND FOOT MASSAGE ALSO AVAILABLE SAVE $100, BUY 10 ONE-HOUR MASSAGES FOR A TOTAL OF $490 (ORIGINAL PRICE $590)SAVE $10, GET 1 ONE-HOUR MASSAGE FOR $49 ON YOUR BIRTHDAY WITH YOUR ID (ORIGINAL PRICE $59)4200 PORTSMOUTH BLVD, CHESAPEAKE (CHESAPEAKE SQUARE WEST WING) Call Now: show contact infoMON-SAT-- 10:00AM-9:00PM    ...   SUN-- 12:00AM-6:00PM Appointments & Walk-ins WelcomeCASH, VISA, MASTER, DISCOVER CARD. GIFT CERTIFICATE AVAILABLE!! É?≠É?≠THE BEST ASIAN MASSAGE & TABLE SHOWERÉ?≠É?≠",thp
1546,"ADD: 4849 shore dr , virginia beach ,va,23455   Please Call: show contact infoOpen hour:9:30am--9:30pm/7 daysYou are wlecome to try the best Chinese massage Quiet Environment  Beautiful Music  Professional Stuff  Free Hot Stone Free Hot Towel Free Chinese Medicine  Couple Room Shower RoomFour HandsNow Promotion:One time free for 10 times!!!Gift Card Available!Call for appointment or Walk-in É??É??É??New Manager~É??~É??~Professional ORIENTAL SPA~",thp
1547,"Let's lovely and Beautiful asian Masseuses do massage for you.Including body and foot massage.Professional massage, make you comfortable and healthy.Healthy for your neck, shoulders, low back pain and realx your muscles.Clean private rooms, soft music, relaxing environment.Enjoy and Relaxation your body.* Deep Tissue* Swedish & Shiatsu massage* Reflexology & Combination* Couples rooms & Four Hands* Table shower Available* Hot stone FreeBody work: 30mins--$35 60mins--$55 90mins--$80 120mins--$100Feet massage: 30min--$25 60min--$40 90min--$60Combo massage:Body(30min) & Feet(30min)--$55Body(45min) & Feet(45min)--$75($5.00 Discount for Women back massage)(Hot water soak foot  Chinese Medicine Free)After 10 Visits Get one time FreeGift Certificates Available 444 Newtown Rd Virginia Beach, VA 23462 (Newtown Center)Please Call :  show contact info Walk-in are welcome.Open 7 days :  9:30am - 10pm É??*É??*É??*Professional massage for your healthy  É??*É??*",thp
1548,"RELAXING  , Stressless  bodywork , enjoy beautiful Chinese massage. Open 9am- 10pmshow contact info $ 40 1 hr.    MASSAGE",thp
1549,"We invite you get to completely relax in our the highest quality massage services with graceful environment to enable you to escape from the harsh world outside. *Charming & Sweet Asian Attendants *Tranquil & Incense Aroma Single Room*Charming & Romantic Spacious Couple Room*Mysterious Luxurious Steam Sauna Table Shower RoomYou will feels like a destination , where you can find incredible natural body treatments that services are tailored to match each individual' tastes. *Hydromassage------ Hot steam sauna & warm table shower to promote blood circulation, elimination of toxins, rejuvenate your body*Couple Massage -----To enjoy quality time with loved one in charming & romanticu couple room, it's unforgettable moment in your love world*Palace Style Walking On Back------ A full recovery from travel fatigue, foot pain & muscle stiffnessLots Photos In Websitmassageeliteva.com ---------------- GRAND OPENING --------------------Massage Elite------",thp
1550,"RoseLife SpaRoseLife -- Beautiful Life -- Healthy Life90 Min Massage: $80.00 (Including Free Table Shower)Single Massage: $60.00 / HourFoot Massage: $45.00 / HourCouples Massage: $110.00 / HourFour Hand: $110.00 / Hour (Including Free Table Shower)Table Shower: $10.00Hot Stones: $10.00Gift Cards AvailableCome! Let us pamper you in our warm and comfortable surroundings.Feel your stress melt away. Rejuvenate the Asian way.Beautiful Rooms -- Authentic Chinese Music -- Professional TherapistsServing all of Hampton Roads3300 Tyre Neck Rd, Suite Ishow contact infowww.portsmouthmassagespa.com/Behind and Across from Harris TeeterTake Towne Point Rd. Exit from VA. 164Mon-Sat 9:30-10:00; Sun 11-10Attention: Appointment required after 6:00 PM.Please ring bell.Like us on Facebook - Visit us on Yelp    É??É??É??É??É??É?ß(^_^) $80 for 90 Minute Massage",thp
1551,"*TAKING NEW CLIENTS!!Rates:1 HOUR MASSAGE $5590 MINUTE MASSAGE $70Modalities:SWEDISH, DEEP TISSUE, RELAXATION, TRIGGER POINT, LYMPHATIC DRAINAGE, HOT STONE, AROMATHERAPY, & REFLEXOLOGY.*LICENSED & INSURED7 DAYS A WEEK.Appointment times:MON thru THUR 7am - 3:30pmFRI, SAT,& SUN 7am - 8:30pm*HOTEL GUESTS & OUTCALL PRICING UPON REQUEST.THANK YOU!!MASSAGE BY THOMAS",thp
1552, ,thp
1553,----------------------- SPECIAL OFFERS---Table shampoo gratis     9:00am-10:30am          Swedish ( includes hot stones )-60min $39.99          Couples ( includes hot stones )-60min $89.99          Four-handed ( includes hot stones )-60min $89.99     Firs,thp
1554,"Close Your Eyes and Enjoy Your Life!   show contact info Best table Shower  Nice, convenient place!  Unforgettable!!  Swedish // Acupressure // Hands-on Deep Tissue // Shiatsu //Open 7 Days 10am-10pm Most of credit card are accepted.  ADD ; 245 Mclaws Circle Suite 110 Williamsburg VA 23185    ---É??*É?? Ready 4 You !!É??É??É??É?? ASIAN Massage ---",thp
1555,Relax and enjoy with a mature sweet lady! 120 HR 80 HH Deanna  show contact infoThee Full Body Experience,thp
1556,"Hilltop Massage Therapy  show contact infoSPECIAL DEAL: $40 FULL BODY MASSAGELooking for a stress-relieving, professional and therapeutic massage but dislike the price?Hilltop Massage Therapy is just what the therapist ordered!Services Include Deep Tissue/Tui-Na Full Body MassageFoot Reflexology MassageAdditional Services:Hot StoneTable ShowerHours Monday-Saturday 10am-10pm Sunday 12pm-6pm CALL NOW! Same day appointments!! 1408 N great neck rd #104 Virginia Beach VA. 23454show contact infoÉ??É??É?? $40 AWESOME ASIAN MASSAGE-757-422-1888  É??É??",thp
1557,Package of 10 1-hour massages for $48 each time. Table shower available. Includes whole body rejuvenation scrub. Body shampoo is free. You will feel refreshed and rejuvenated. Enjoy or relaxing massages and say goodbye to stress. We have professional massage therapists.Got Stress - We can help. Got Pain - We can help. You will feel refreshed and rejuvenated. Table Shower free with 90 minute massage. After 10 visits get a free massage. Ask for one of our multi-visit cards.Couple's Massage (Both Share Same Room)Deep Tissue Swedish Massage (includes hot stone)Whole Body Massage & Four Hands MassageFoot Massages starting at $28Tui-na - Ancient form of Chinese MassageTable Shower (includes free Body shampoo)Our first location is near the Dairy Queen and Food Lion on Hampton Hwy. Just 1/8 mile down the road towards Langley. Phone:  show contact info.Our second location is at 2330 York Crossing Dr. in the York River Crossing Shopping Center. Phone:  show contact info.É??Asian Angel Massage É?? Free Table ShowerÉ??,thp
1558,"Do you have New year resolution?  What have you done for yourself lately? . Get a Massage Is Enjoy less stress, more energy, and improved wellness.This is a luxury everyone can afford: If you have never received a massage before, this is a good place to start. A relaxing morning massage special: 1Hr: $39.99.  9:00 am - 11:00 am Cash only.Come delight your senses...relax and enjoy your time with a full body massage to relieve stress and sore muscles, increase circulation, and restore balance to your body and mind. First-visit massage, Half Hr $29. 1Hr $48 Cash only. For all-over work and muscle soreness relief; a wonderful experience. Enjoy a massage with hot steam sauna, table shower and body aroma shampoo. Let hot water eliminate stress, improve hydration and calm your body. Experience natural sugar followed with a full body scrub to gently exfoliate impurities and toxins from the body. The skin is refreshed and revived. Completely unwind and release pent-up tension and fatigue with a Swedish massage. Gently vanquish muscle pain and blissful relaxation. $95 value for only $75 Cash only.Four-hands massage, Two therapists working together . This means you will receive double the relaxation and tension relief in half the time with benefits that last 4xs longer. 1Hr $99.Couple's Massage: Put the spark back into your love. If you're tired of the usual movie and dinner date, why don't you plan to loosen up with your beau or belle side by side in couple's room. Enjoy the indulgence together. Aromatherapy and hot stone included. It's an unforgettable moment in your love world. Two people 1Hr $99.Cleansing Facial - A masque facial designed for cleansing and relaxation. . Half Hr $35.Military special discount every day.Open 7 days. 9:00 am to 9:00 pm . Call or Walk-ins are also welcome.12638 Jefferson Ave, Suite 3 Newport News, VA. 23602.  show contact info.    Ejoy Less Stress More Energy**Best Massage $39.9",thp
1559,"(`'..') Special Offer: Only $39.9/hr from 9:30AM-11AMOnly $49.9/hr for introductory massage or on your BirthdayWonderful Combo Massage - Professional and Authentic Massage$49.99/60min(30min foot +30min body)$79.9/90min (30min foot +60min body)..** Relax your body, relieve your stress, and be good for your health...** This is the best massage parlor in town that you are looking for. ..** Private and Clean Rooms, well-trained masseuses with great experience...** We offer Traditional Chinese Massage * Back Walking Massage * ..**  Couple's Massage * Four-Hands Massage..**  Foot Reflexology  Swedish  Shiatsu  Combo Massage..**  Free Hot Stone  Free Deep Tissue  Free Table shower LET US HELP YOU WITH YOUR  NECK PAIN  SHOULDER PAIN  BACK PAINAppointments or Welcome Walk-ins.Open: Mon.-Sun. 9:30AM-9:30PM Tel:  show contact info Add: 801 Volvo Pkwy Unit 141 Chesapeake, VA 23320""Google map"" *?¯è?É?ù???¯è?É?ù??*__"" NEW!Your Great escape___Wonderful Massage $39.9/hr___",thp
1560,"(@^o^@)= Relax Massage Therapy =(@^o^@)Only $39.9/hr from 10:00AM-11AMOnly $49.9/hr for introductory massage or on your BirthdayOnly $39.9/hr for Foot ReflexologySkilled Massage Therapists  Tranquil and Luxurious  Strong HandsOpen 9:30AM - 9:30PM 7days/week  show contact info1100 Cedar Rd. Ste E Chesapeake VA 23320 Appointment or Walk-ins Welcome!""Google map"" ** Private massage rooms * Clean * Quite & Comfortable** Charming * Sweet Asian Massage Therapists** Romantic Spacious Couple Room Services:Swedish  Acupressure  Foot MassageWalk on Back  Four Hands Massage  Couple massageFree Hot Stone  Free Deep Tissue  Free Table showerProfessional Massage$49.99/60min(30min foot +30min body) $79.9/90min (30min foot +60min body) ___É??É??É??É??_____Professional Massage__Only 39.9/hr__!!!!",thp
